Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
HOTEL METROPOLIS,HOTEL METROPOLIS LTDA,01289049000179,01289049000179,matriz,Hotéis,Hotelaria,360000,17,100000,Não Informado,206-2,Sociedade Empresária Limitada,0,25,1996-06-27,Alta,-,BRASIL,São Paulo,SAO PAULO,CAMPOS ELISEOS,HELVETIA,01215010,-,metropolishotel.com.br,sim,não,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,17,-,+55 (11) 3331-7269,-,-,ANTONIO GAIFEM MORGADO|CARLOS ALBERTO GAIFEM MORGADO|VERA LUCIA DE LIMA HIPOLITO|ROGERIO DE LIMA HIPOLITO|FATIMA DE LIMA HIPOLITO,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,973,-
-,FRESH HOTEL EIRELI,24058928000195,24058928000195,matriz,Hotéis,Hotelaria,2880000,14,400000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,6,2016-01-27,Média,-,BRASIL,São Paulo,SAO PAULO,LIBERDADE,BARAO DE IGUAPE,01507000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Não Optante,2880000,5510-8/01,14,-,+55 (11) 3349-0088,-,brasilli2000@163.com,LI XINCHENG,Hotéis e similares,55.1,Sudeste,"(8) +1,2M",hotel,Não,RUA,80,ANDAR 3 AO 8
-,HOSPEDARIA TERNURA LTDA,62716733000184,62716733000184,matriz,Hotéis,Hotelaria,360000,0,5000,Não Informado,206-2,Sociedade Empresária Limitada,0,32,1990-04-18,Alta,-,BRASIL,São Paulo,SAO PAULO,ITAIM PAULISTA,MARECHAL TITO,08115000,-,-,sim,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,0,-,+55 (11) 2567-9841,-,-,ANGELITO SANTANA DE ARAUJO|AGUINALDO SANTANA ARAUJO,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,-,Não,AVENIDA,4400,-
HOTEL PROVENSAL,HOTEL PROVENSAL EIRELI,21892405000151,21892405000151,matriz,Hotéis,Hotelaria,360000,0,80000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,7,2015-02-19,Média,-,BRASIL,São Paulo,SAO PAULO,BELA VISTA,TREZE DE MAIO,01327000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,0,"+55 (11) 2977-9877,+55 (11) 2972-1690",+55 (11) 2977-1167,-,libracontabil@terra.com.br,NELSON DE ABREU PINTO,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,908,-
SALVE JORGE,HOSPEDARIA SALVE JORGE LTDA,17904725000107,17904725000107,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,360000,8,50000,Não Informado,206-2,Sociedade Empresária Limitada,0,9,2013-04-10,Alta,-,BRASIL,São Paulo,SAO PAULO,TATUAPE,TUIUTI,03081012,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5590-6/99,8,-,+55 (11) 3564-8700,-,jotapecontabilidade@terra.com.br,JOSE JORGE OTAVIO|DORALICE EDNA DUCATTI OTAVIO,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,-,Não,RUA,1533,-
-,ALESSANDRA CAMPOS MENDES,05445962000178,05445962000178,matriz,Hotéis,Hotelaria,360000,5,-,Não Informado,213-5,Empresário (Individual),0,19,2002-12-18,Média,-,BRASIL,São Paulo,SAO PAULO,INDIANOPOLIS,JUREMA,04079002,-,-,sim,não,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,5,-,+55 (11) 3284-4785,-,-,-,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,-,Não,AVENIDA,925,-
-,HOTEL DO SUL LTDA,43559657000104,43559657000104,matriz,Hotéis,Hotelaria,360000,1,-,Demais,206-2,Sociedade Empresária Limitada,0,49,1973-02-01,Alta,Estável,BRASIL,São Paulo,SAO PAULO,SANTA CECILIA,BARROS,01232001,-,-,sim,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,5510-8/01,1,"+55 (88) 3621-1056,+55 (58) 988-7178,+55 (93) 99101-1891,+55 (93) 99145-1082",+55 (11) 3826-1748,-,-,ANTONIO FELIX HIPOLITO|FELIZ DA FONTE GAIFEM|MANUEL DA VINHA HIPOLITO,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,ALAMEDA,725,-
HOTEL VISLUMBRE,HOTEL VISLUMBRE LTDA,32547773000189,32547773000189,matriz,Hotéis,Hotelaria,360000,6,250000,Não Informado,206-2,Sociedade Empresária Limitada,0,3,2019-01-24,Alta,-,BRASIL,São Paulo,SANTO ANDRE,CAMPESTRE,DOS COQUEIROS,09080010,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,6,+55 (11) 4514-4031,+55 (11) 4514-4300,-,contato@riobrancontabil.com.br,GIOVANI CARRILHO SANTANA|PEDRO TREVISAN SANTANA,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,895,-
-,COREMAP HOTEL E EVENTOS LTDA,66771650000149,66771650000149,matriz,Hotéis,Hotelaria,2880000,0,201000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,30,1991-08-23,Alta,-,BRASIL,São Paulo,SAO PAULO,BUTANTA,VITAL BRASIL,05503000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5510-8/01,0,"+55 (11) 3819-6365,+55 (11) 3819-4753",+55 (11) 3032-0431,"Serviços de alimentação para eventos e recepções - bufê,Serviços de organização de feiras, congressos, exposições e festas,Casas de festas e eventos,Restaurantes e similares",zittei@zittei.com.br,JOSE LUIZ ZITTEI|MARCUS VINICIUS MOREIRA ZITTEI,Hotéis e similares,55.1,Sudeste,"(8) +1,2M",hotel,Não,AVENIDA,456,FUNDOS; SALA: 04;
-,HOSPEDARIA OKADA LTDA,10456252000183,10456252000183,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,360000,2,20000,Não Informado,206-2,Sociedade Empresária Limitada,0,13,2008-10-28,Alta,-,BRASIL,São Paulo,SAO PAULO,REPUBLICA,REGO FREITAS,01220010,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5590-6/99,2,"+55 (11) 2296-5479,+55 (11) 2295-7748",+55 (11) 2293-0507,-,org.cristo.rei@uol.com.br,IZILDA ALVES DE OLIVEIRA PINA|VICTORIA HELENA OLIVEIRA PINA|BIANCA OLIVEIRA PINA|GABRIEL OLIVEIRA ALMEIDA,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,-,Não,RUA,91,-
MYTHOS MOTEL,HOSPEDARIA MYTHOS LTDA,00680619000194,00680619000194,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,360000,1,30000,Não Informado,206-2,Sociedade Empresária Limitada,0,26,1995-07-03,Alta,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,GENERAL ROBERTO ALVES DE CARVALHO FILHO,04744000,-,mythosmotel.com.br,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5590-6/99,1,+55 (11) 5641-0511,+55 (11) 5641-0320,-,alphashallon@ig.com.br,SILMARA CRISTINA GONCALVES FORTUNATO|JOSE CARLOS FORTUNATO,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,-,Não,RUA,189,-
-,JARDINS VILLAGE HOSTEL LTDA,26393690000260,26393690000180,filial,Outros alojamentos não especificados anteriormente,Hotelaria,360000,0,100000,Não Informado,206-2,Sociedade Empresária Limitada,1,3,2018-08-09,Média,-,BRASIL,São Paulo,SAO PAULO,CERQUEIRA CESAR,CRISTIANO VIANA,05411001,-,jvhostel.com.br,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,720000,5590-6/99,0,-,+55 (11) 3232-1910,-,contaro@ig.com.br,THIAGO MOREIRA CATENA,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,-,Não,RUA,732,-
-,TRADE HOTEL DIADEMA LTDA,73169138000192,73169138000192,matriz,Hotéis,Hotelaria,515376,9,100000,Demais,206-2,Sociedade Empresária Limitada,0,28,1993-12-06,Alta,Estável,BRASIL,São Paulo,DIADEMA,CENTRO,SAO PEDRO,09910620,-,tradehotel.com.br,sim,não,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,515376,5510-8/01,9,+55 (11) 4056-8611,+55 (11) 4056-8474,-,-,LUCAS GACEK|RAQUEL EIKO OSOEGAWA GACEK,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,135,ANTIGO 95
LUSART HOTEL,LUSART HOTEL LTDA,05087736000162,05087736000162,matriz,Hotéis,Hotelaria,360000,2,40000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,2,19,2002-05-21,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM TAQUARAL,PROFESSOR CAMPOS DE OLIVEIRA,04675100,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,2,"+55 (11) 8484-5290,+55 (11) 5521-0078,+55 (11) 5521-5782",+55 (11) 5525-6400,-,"reservas@requintehotel.com.br,adm@millenarassessoria.com.br",HUMBERTO GREGORIO CASTRO FERNANDES MENDES|ANDREA CRISTINA DA SILVA MENDES|DIAMANTINO GREGORIO MENDES,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,484,-
HOTEL NOBILIS,ELETROX HOTEIS LTDA,08724026000194,08724026000194,matriz,Hotéis,Hotelaria,25605501,13,100000,Demais,206-2,Sociedade Empresária Limitada,0,15,2006-11-03,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,SANTA EFIGENIA,SANTA IFIGENIA,01207000,-,-,sim,sim,SP,(6) R$10M - R$30M,(2) 4 - 50,Grande,-,ATIVA,Não,Optante pelo Simples,25605501,5510-8/01,13,-,+55 (11) 2914-0076,-,tutti@jtn.com.br,MARIA TEREZA AFFONSO IONESCU,Hotéis e similares,55.1,Sudeste,"(8) +1,2M",hotel,Não,RUA,64,-
HOTEL GR,RENATO ANTONIO DE OLIVEIRA HOTEL,34719913000184,34719913000184,matriz,Hotéis,Hotelaria,360000,-,10000,Não Informado,213-5,Empresário (Individual),0,2,2019-08-30,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM ADUTORA,CRISTOVAO DE VASCONCELOS,03978000,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,-,-,+55 (11) 3104-1814,-,fabio.jfm@hotmail.com,-,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,156,-
COISAS PARA HOTEL,FLEURY GESTAO HOTELEIRA EIRELI,09159192000158,09159192000158,matriz,Hotéis,Hotelaria,1440000,1,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,14,2007-09-10,Média,-,BRASIL,São Paulo,SAO PAULO,SANTANA,DOUTOR CESAR,02013004,-,fleuryconsultoria.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5510-8/01,1,+55 (11) 3124-7250,+55 (11) 3124-7255,-,asselfis@asselfis.com.br,CRISTINA FLEURY,Hotéis e similares,55.1,Sudeste,"(8) +1,2M",hotel,Não,RUA,1368,ANDAR 11                  SALA  1111
-,HOTEL CHAMAS LTDA,09276317000120,09276317000120,matriz,Hotéis,Hotelaria,360000,5,20000,Não Informado,206-2,Sociedade Empresária Limitada,0,14,2007-10-17,Alta,-,BRASIL,São Paulo,SAO PAULO,MIRANDOPOLIS,JABAQUARA,04046500,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,5,+55 (11) 5071-4335,+55 (11) 3256-6633,-,montini.documental@ig.com.br,HELIO RODRIGUES PINTO JUNIOR|VANDERLEI SANTIAGO DE OLIVEIRA,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,AVENIDA,3104,-
HOSPEDARIA BRILHO DO SOL,HOSPEDARIA BRILHO DO SOL LTDA,03424235000107,03424235000107,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,360000,4,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,22,1999-08-20,Alta,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,BARAO DO RIO BRANCO,04753000,-,-,sim,não,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5590-6/99,4,-,+55 (11) 5522-2670,-,-,ELISABETE FONTES CHAGAS|JERONIMO GOMIDES FRANCA,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,-,Não,RUA,256,-
-,HOTEL CASTRO LTDA,45832177000192,45832177000192,matriz,Hotéis,Hotelaria,360000,3,-,Não Informado,206-2,Sociedade Empresária Limitada,0,40,1981-05-28,Alta,-,BRASIL,São Paulo,SAO PAULO,BRAS,JOAO TEODORO,01105000,-,-,sim,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,3,-,+55 (11) 3716-2656,-,-,ANGELA DA SILVA MOREIRA|RODRIGO DA SILVA MOREIRA,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RUA,158,-
HOTEL MIMO,HOSPEDARIA CABRALIA LTDA,24825928000173,24825928000173,matriz,Hotéis,Hotelaria,360000,4,20000,Não Informado,206-2,Sociedade Empresária Limitada,0,5,2016-05-18,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM TABOAO,DOUTOR JOAO GUIMARAES,05741190,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,4,-,+55 (11) 3112-0777,-,spec.contabil@hotmail.com,ARQUISSON ARAUJO ALMEIDA|MICHELE REGINA DE MELLO ALMEIDA,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,AVENIDA,735,PAVMTO1 E 2               CONJ  010203 E 04
-,ANTONIO RODRIGUES LIMA HOTEL,67311571000118,67311571000118,matriz,Hotéis,Hotelaria,360000,2,15000,Não Informado,213-5,Empresário (Individual),0,30,1991-12-04,Média,-,BRASIL,São Paulo,SAO PAULO,CIDADE LIDER,LIDER,08280005,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,2,-,+55 (11) 2055-7169,-,adeltacontabilidade@terra.com.br,-,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,AVENIDA,3040,-
-,LAGE'S HOTEL LTDA,00625631000104,00625631000104,matriz,Hotéis,Hotelaria,360000,0,4600,Não Informado,206-2,Sociedade Empresária Limitada,0,26,1995-05-25,Média,-,BRASIL,São Paulo,SAO BERNARDO DO CAMPO,RIO GRANDE,INDIO TIBIRICA,09832160,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5510-8/01,0,-,+55 (11) 4330-4611,-,otccruzeiro@uol.com.br,CECILIA MAIOLI|WALDEMIR LUIZ MAIOLI,Hotéis e similares,55.1,Sudeste,(5) R$350k - R$600k,hotel,Não,RODOVIA,5,-
-,AO HOTEL LTDA,31201686000102,31201686000102,matriz,Hotéis,Hotelaria,720000,23,20000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2018-08-14,Média,-,BRASIL,São Paulo,SAO PAULO,TUCURUVI,CORONEL SEZEFREDO FAGUNDES,02306005,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5510-8/01,23,+55 (11) 3209-4531,+55 (11) 3209-6822,-,athenys@globo.com,ARTUR RODRIGUES DA SILVA,Hotéis e similares,55.1,Sudeste,(6) R$600k - R$1M,hotel,Não,AVENIDA,19600,-
-,HOTEL AMERICA DO SUL LTDA,54421045000169,54421045000169,matriz,Hotéis,Hotelaria,2880000,18,150000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,37,1985-04-28,Alta,-,BRASIL,São Paulo,SAO PAULO,SANTA EFIGENIA,JULIO MESQUITA,01209010,-,-,sim,não,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5510-8/01,18,-,+55 (11) 3223-6699,-,-,ANTONIO JOSE REDONDO LOPEZ|JOSE MARTINEZ ESPASANDIN,Hotéis e similares,55.1,Sudeste,"(8) +1,2M",hotel,Não,PRAÇA,90,-
-,FENIX SERVICO DE ALOJAMENTOS EIRELI,22456521000190,22456521000190,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,1440000,0,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,7,2015-05-15,Média,-,BRASIL,São Paulo,SAO PAULO,VILA NOVA CONCEICAO,DESEMBARGADOR AGUIAR VALIM,04535100,-,fenixitaim.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5590-6/99,0,-,+55 (11) 3965-9377,-,legal@blassociados.com.br,LARISSA DA SILVA OLIVEIRA ANSELMO,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,"(8) +1,2M",-,Não,RUA,230,-
-,HOTEL INTER - LAGOS LTDA,03982885000160,03982885000160,matriz,Outros alojamentos não especificados anteriormente,Hotelaria,360000,5,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,21,2000-08-08,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM UMUARAMA,INTERLAGOS,04661200,-,-,sim,não,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5590-6/99,5,-,+55 (01) 5031-2860,-,-,EVALDO ROCHA SANTANA|NEILTON ARAUJO DE SOUZA,Outros tipos de alojamento não especificados anteriormente,55.9,Sudeste,(5) R$350k - R$600k,hotel,Não,AVENIDA,3387,-
