Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
-,CHAPAO BURGER LTDA,02203830000141,02203830000141,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,21,37000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,2,24,1997-09-30,Alta,-,BRASIL,São Paulo,SAO PAULO,CERQUEIRA CESAR,SANTOS,01418000,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Não Optante,2160000,5611-2/03,33,"+55 (11) 5056-4050,+55 (11) 3266-2226",+55 (11) 3288-4392,-,"metropolitana@metropolitanasp.com.br,janaina@achapa.com.br",CHRISTIAN GERMANO|IONE MASSELLI GERMANO|ERIKA GERMANO PORTO COELHO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,burg,Não,ALAMEDA,24,-
FAMILIA TONY PIZZARIA,PIZZARIA E ROTISSERIA FAMILIA GARCIA LTDA,19115235000157,19115235000157,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,8,25000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,8,2013-10-22,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM SAO BENTO NOVO,JOAO JOSE RODRIGUES JUNIOR,05881170,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,8,-,+55 (11) 8559-0615,-,ca_contabilnet@ig.com.br,ALEX DE MORAES GARCIA|ANTONIO GARCIA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,pizza,Não,RUA,1014,TERREO;
-,CEZANNE PIZZARIA E FAST FOOD LTDA,02562196000133,02562196000133,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,9,19000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,23,1998-05-20,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA GOMES CARDIM,ITAPETI,03324002,-,-,sim,não,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,9,-,+55 (11) 3854-1894,-,-,FERNANDO CANDIA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,pizza,Não,RUA,860,BAIXOS
-,PRISTELA PIZZARIA LTDA,25186718000145,25186718000145,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,984321,6,88000,Demais,206-2,Sociedade Empresária Limitada,0,5,2016-07-12,Alta,Estável,BRASIL,São Paulo,SAO PAULO,VILA MARIANA,DOUTOR ALVARO ALVIM,04018010,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Não Optante,984321,5611-2/03,6,-,+55 (11) 3000-0000,-,alexandra.assis@mgcontecnica.com.br,MARCOS DE CARVALHO PAGLIARO|PIZZA CREK FAST FOOD LTDA.|ERICA VALERIA DE ARAUJO SILVA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,pizza,Não,RUA,159,-
MASTER PIZZA 2,MASTER PIZZA 2 LTDA,36939576000166,36939576000166,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,-,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,2,2020-04-15,Alta,-,BRASIL,São Paulo,SAO PAULO,PARQUE TAIPAS,FERNANDO MENDES DE ALMEIDA,02987100,-,-,sim,sim,SP,(3) R$360k - R$1M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,-,+55 (11) 2767-1584,+55 (11) 2767-1961,-,two_brotherscontabilidade@globomail.com,FRANCISCO NARIBERK FREITAS DA SILVA|LUIZ RANGEL ALVES MARTINS,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,pizza,Não,AVENIDA,613,-
-,"C & F CHA, SUCOS E LANCHES LTDA",02175470000111,02175470000111,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,805389,0,65000,Demais,206-2,Sociedade Empresária Limitada,0,24,1997-10-17,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,JARDIM UMUARAMA,INTERLAGOS,04661200,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,805389,5611-2/03,0,-,+55 (11) 5891-0043,-,diretoria@contabilnelma.com.br,THAMYRES FERNANDES DA SILVA AZEVEDO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,AVENIDA,2255,ARCO 76
-,LL LANCHONETE LTDA,00000996000135,00000996000135,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,430663,3,800,Demais,206-2,Sociedade Empresária Limitada,0,28,1994-05-05,Alta,Estável,BRASIL,São Paulo,SAO PAULO,SANTANA,VOLUNTARIOS DA PATRIA,02010000,-,-,não,não,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,430663,5611-2/03,3,-,-,-,-,AURI ALMEIDA DE SOUZA|VILMAR ALMEIDA DE SOUZA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,lanch,Não,RUA,512,TERREO520
-,LANCHONETE SUPER ADVANCED LTDA,46327318000182,46327318000182,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,18,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,47,1975-02-20,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA CLEMENTINO,PEDRO DE TOLEDO,04039003,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,18,-,+55 (11) 5521-2203,-,jmr@jmrcontabil.com.br,CLAYTON JOSE DE SOUSA|ALEX CARLOS VASCONCELOS,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,RUA,1398,-
MIGUEL LANCHES,MIGUEL LANCHES LTDA,40206156000148,40206156000148,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,0,15000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2020-12-28,Média,-,BRASIL,São Paulo,SAO PAULO,VILA NOVA MANCHESTER,TAMAINDE,03444000,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,0,-,+55 (11) 2385-2100,-,executiveprocontabil@gmail.com,ANA MARLI PEREIRA LIMA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,RUA,635,LETRA A
-,MDEF LANCHONETE LTDA,26696483000102,26696483000102,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,0,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,5,2016-12-12,Média,-,BRASIL,São Paulo,OSASCO,JARDIM D'ABRIL,PREFEITO HIRANT SANAZAR,06033255,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,0,-,+55 (11) 4622-7600,-,"ismael@porsaniconsultoria.com.br,fiscal@ferrarimafra.com.br",JOAO RICARDO LINHARES GOMES BAHIENSE|ZINA ZAIRA CHIARELLI LINHARES BAHIENSE,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,AVENIDA,1807,-
-,LANCHONETE J. MASSANO LTDA,04613195000104,04613195000104,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,23,50000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,20,2001-08-20,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM HELENA,ITAQUERA-GUAIANASES,08420000,-,-,sim,não,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,23,-,+55 (11) 2552-6488,-,-,LUCIANA SANCHES GARCIA MASSANO|JOAQUIM GUEDELHA MASSANO|FERNANDO GUEDELHA MASSANO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,ESTRADA,2,SUC 06 - EXTRA
-,TORTA NO QUINTAL LANCHES LTDA,14796572000214,14796572000133,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,460556,0,5000,Não Informado,206-2,Sociedade Empresária Limitada,1,2,2020-03-18,Média,Em crescimento,BRASIL,São Paulo,SAO PAULO,VILA NOVA CONCEICAO,COMENDADOR MIGUEL CALFAT,04537082,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,820556,5611-2/03,13,-,+55 (11) 3044-2160,-,rafael@tortanoquintal.com.br,RAFAEL ADORNO DE FREITAS MACEDO ASTWARZATURIAN|JULIANA CARLA ABEL,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,lanch,Não,RUA,596,-
RAINHA DO MERCADO LANCHONETE LTDA - EPP,RAINHA DO MERCADO LANCHONETE LTDA,09375586000143,09375586000143,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,8,50000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,14,2008-01-07,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,PEDRO CRISTI,05421040,-,rainhadomercado.com.br,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,8,-,+55 (11) 6931-8384,Restaurantes e similares,contato@andmend.com.br,ISABEL CRISTINA MEIRINHOS SILVA|WALTER IGNACIO DA SILVA JUNIOR,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,RUA,89,BOX   77 / 77-A
-,KATANA LANCHONETE LTDA,06788563000172,06788563000172,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,6,50000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,17,2004-06-30,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM NOVO CARRAO,EULALIO DE CARVALHO,03908280,-,-,não,não,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,6,-,-,-,-,MAGALI HIROMI KAIDEI ISHIMOTO|MICAELE ALVES DE SOUZA FERREIRA|NELSON MASAO ISHIMOTO|CELSO KUNIO NAKAZA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch,Não,PRAÇA,114,-
-,PARTISANS PUB BAR LTDA,14147047000197,14147047000197,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,456679,3,9000,Demais,206-2,Sociedade Empresária Limitada,0,10,2011-07-26,Alta,Estável,BRASIL,São Paulo,SAO PAULO,CERQUEIRA CESAR,CONEGO EUGENIO LEITE,05414001,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,456679,5611-2/03,3,-,+55 (11) 2987-1722,-,marcio.gava@contabilidadelm.com.br,MARCOS ALEXANDRE DE ABREU|MARCO ANTONIO MATTION BADIN,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,bar|pub,Não,RUA,944,-
-,BAR E LANCHES RONE LTDA,50164094000102,50164094000102,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,6,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,40,1982-05-11,Alta,-,BRASIL,São Paulo,SAO PAULO,ITAQUERA,ACOTIPA,08210040,-,-,não,não,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,6,-,-,-,-,JOSE VERISSIMO DE ALMEIDA|RUI SERGIO DE ALMEIDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar|lanch,Não,RUA,467,-
-,BAR E LANCHES PRINCESA DA ESTACAO LTDA,08254783000141,08254783000141,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,8,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,15,2006-08-08,Alta,-,BRASIL,São Paulo,SAO PAULO,CANINDE,CRUZEIRO DO SUL,02030200,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,8,"+55 (11) 2950-1424,+55 (11) 3311-6972",+55 (11) 3228-6242,-,adiprado@terra.com.br,REGIVAN MOREIRA DOS SANTOS|JORDAN REIS DE SANTANA|ZELITO LUZ DE CARVALHO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar|lanch,Não,AVENIDA,3300,-
PRINCESINHA DO MORUMBI LANCHONETE & RESTAURANTE,PRINCESINHA DO MORUMBI LANCHONETE & RESTAURANTE LTDA,41798879000146,41798879000146,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,-,40000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2021-05-03,Baixa,-,BRASIL,São Paulo,SAO PAULO,VILA PROGREDIOR,DOS TRES IRMAOS,05615190,-,-,sim,sim,SP,(3) R$360k - R$1M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,-,-,+55 (11) 3107-0521,-,reparticao@luzitanacontabilidade.com.br,JOSE FERNANDES DE ALCANTARA|IMEUDA FERREIRA MARTINS GOMES,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,lanch|restaurante,Não,RUA,124,-
-,AZEVEDO E BARRAS COMIDAS LTDA,19926353000145,19926353000145,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,1,20000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,8,2014-03-21,Alta,-,BRASIL,São Paulo,SAO PAULO,PERDIZES,DOUTOR CANDIDO ESPINHEIRA,05004000,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,1,-,+55 (11) 3871-2688,-,amarildo@prosiscont.com.br,FLAVIO GUEDES BARRA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,710,-
-,BENZINA BAR LTDA,28729639000121,28729639000121,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,0,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,4,2017-09-26,Média,-,BRASIL,São Paulo,SAO PAULO,VILA MADALENA,GIRASSOL,05433000,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,720000,5611-2/03,0,"+55 (11) 3031-8895,+55 (11) 4323-0477",+55 (11) 3259-8686,-,"renatagerassia@gmail.com,denis.kim@vexsea.com.br",THIAGO KOCH DE MENDONCA|RENATA GERASSI ABBONDANZA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,396,-
-,C3R BARRA FUNDA ALIMENTOS LTDA,23655330000110,23655330000110,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,558409,0,100000,Demais,206-2,Sociedade Empresária Limitada,0,6,2015-11-12,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,BARRA FUNDA,DOUTOR ADOLPHO PINTO,01156050,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,558409,5611-2/03,0,-,+55 (11) 2925-2923,-,claudio@menpompeia.com.br,CARLOS ALBERTO LOPES ROSA|CLAUDIO MASCHIAO|CARLOS EDUARDO FAGIOLO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,bar,Não,AVENIDA,134,-
-,PORTEIRA DO TROTE BAR LTDA,13490617000184,13490617000184,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,954921,4,30000,Demais,206-2,Sociedade Empresária Limitada,0,11,2011-04-01,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,VILA MARIA BAIXA,CURUCA,02120000,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,954921,5611-2/03,4,-,+55 (11) 3692-3847,-,joao@assessoriaelite.com.br,ELISANGELA ALVES DE NOVAIS DELGADO|ADENILSON BATISTA DELGADO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,43,-
QUE PASA,BAR E CAFE MONARCA LTDA,60818226000126,60818226000126,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,12,30000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,55,1966-07-08,Alta,-,BRASIL,São Paulo,SAO PAULO,CONSOLACAO,AUGUSTA,01305100,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5611-2/03,12,"+55 (11) 3106-5323,+55 (11) 3104-0460",+55 (11) 3107-1598,-,"fernandobernard@uol.com.br,ederluz79@gmail.com",JOAO BATISTA SILVA CHAVES|EDERSON LUZ NOVAIS,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,1559,-
