Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
PADARIA DONA ANTONIA,NICOLAS CARDOSO ALVES MANOEL,27413212000157,27413212000157,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,35000,Não Informado,213-5,Empresário (Individual),0,5,2017-03-29,Média,-,BRASIL,São Paulo,GUARULHOS,VILA DAS PALMEIRAS,DONA ANTONIA,07021000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 2468-2650,-,"renascersp@superig.com.,br",-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,928,-
VIAREGGIO,VIAREGGIO PADARIA LTDA,44537725000199,44537725000199,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,0,2021-12-09,-,-,BRASIL,São Paulo,GUARULHOS,JARDIM SAO PAULO,SAO DOMINGOS,07110080,-,-,não,não,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,248,-
-,PADARIA EU SOU... LTDA,08844848000109,08844848000109,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,5000,Não Informado,206-2,Sociedade Empresária Limitada,0,15,2007-05-07,Alta,-,BRASIL,São Paulo,GUARULHOS,VILA GALVAO,TREZE DE MAIO,07071050,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,0,-,+55 (11) 6952-2360,-,contabilidade.elshaday@hotmail.com,ANGELA NOGUEIRA MARTINS DA SILVA|TEREZINHA NOGUEIRA MARTINS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,556,-
LANCHES DO PAPAE,EVERALDO LUIS DE CARVALHO 25954508836,45475387000170,45475387000170,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,3000,Não Informado,213-5,Empresário (Individual),0,0,2022-02-28,-,-,BRASIL,São Paulo,OSASCO,JARDIM ROBERTO,SANJI FUKUSHIMA,06170410,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,lanch,Não,RUA,-,-
PADARIA E RESTAURANTE SERRARIA,PADARIA E RESTAURANTE SERRARIA LTDA.,03152968000121,03152968000121,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,1,2000,Não Informado,206-2,Sociedade Empresária Limitada,0,23,1999-04-12,Alta,-,BRASIL,São Paulo,DIADEMA,SERRARIA,JOSE BONIFACIO,09980150,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,1,+55 (11) 4343-5355,+55 (11) 3802-1900,-,"contabelavista@uol.com.br,leaodonorte1000@outlook.com.br",JOAO DAVID DE SOUZA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria|restaurante,Não,RUA,980,ANDAR 1
RAINHA DO BEL,PADARIA RAINHA DO BEL LTDA,11387330000106,11387330000106,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,720000,6,50000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,12,2009-11-19,Média,-,BRASIL,São Paulo,OSASCO,JARDIM ELVIRA,ROQUE JOSE MENDES SOBRINHO,06243200,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,1091-1/02,6,-,+55 (11) 3603-2361,-,hr_contabil@hotmail.com,GRACE KELLY MOURA RUIZ SANCHES SILVA|JOILSON CAVALCANTE DA SILVA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(6) R$600k - R$1M,padaria,Não,RUA,128,-
-,PADARIA E CONFEITARIA JRB LTDA,12134695000183,12134695000183,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,7,7000,Não Informado,206-2,Sociedade Empresária Limitada,0,11,2010-06-07,Média,-,BRASIL,São Paulo,GUARULHOS,JARDIM SANTA BEATRIZ,AUAD ABRAHAO,07121230,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,7,-,+55 (11) 2421-0500,-,"capital@capitalcontabil.com.br,jrb.padaria@gmail.com",JOSE RAFAEL BARBOSA|GENILSON AMARO BARBOSA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,159,-
PADARIA VILA ESPERANCA,MICHEL SANTANA DAS NEVES 44961794821,46262940000150,46262940000150,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,20000,Não Informado,213-5,Empresário (Individual),0,0,2022-05-04,-,-,BRASIL,São Paulo,EMBU DAS ARTES,VILA ISIS CRISTINA,ZUMBI DOS PALMARES,06815630,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,-,-
-,PADARIA E CONFEITARIA PADRAO LTDA,44317063000141,44317063000141,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,4,-,Não Informado,206-2,Sociedade Empresária Limitada,0,49,1973-01-05,Alta,-,BRASIL,São Paulo,OSASCO,BONFIM,FUAD AUADA,06216000,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,4,+55 (11) 3714-1965,+55 (11) 3769-2199,-,expediente@contabiljaguare.com.br,EDVALDO LUIZ SCHEZARO|ANTONIO MARCOS DA SILVA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,216,-
PADARIA TORRE DE BELEM,PADARIA TORRE DE BELEM LTDA,37733989000152,37733989000152,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-07-15,Alta,-,BRASIL,São Paulo,BARUERI,JARDIM MUTINGA,DIRETRIZ,06463180,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 4198-1377,-,queiroz.alp@terra.com.br,ISAIAS DA SILVA JUNIOR|JOSE DE ARAUJO CANDIDO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,30,ANDAR TERREO
MX BAKEHOUSE PADARIA ARTESANAL,MX BAKEHOUSE PADARIA ARTESANAL LTDA,45378327000130,45378327000130,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,60000,Não Informado,206-2,Sociedade Empresária Limitada,0,0,2022-02-21,-,-,BRASIL,São Paulo,OSASCO,UMUARAMA,DOUTOR MARTIN LUTHER KING,06030000,-,-,não,não,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,AVENIDA,-,ANEXO SALAO B
-,PADARIA E CONFEITARIA NOVA GLORIA EIRELI,53506291000150,53506291000150,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,1440000,26,70000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,37,1984-05-23,Alta,-,BRASIL,São Paulo,COTIA,JARDIM DA GLORIA,JOAO PAULO ABLAS,06711250,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,1091-1/02,26,"+55 (11) 4617-4665,+55 (11) 4702-7396",+55 (11) 4702-5171,-,marcelo@contabilidadesemac.com.br,LUIZ EDUARDO CASSOLA DA VEIGA,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",padaria,Não,AVENIDA,38,SALAO 1             TERREO
BAR E MERCEARIA SILVA,JOSE MIGUEL DA SILVA PADARIA,07519892000180,07519892000180,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,-,Não Informado,213-5,Empresário (Individual),0,16,2005-07-27,Média,-,BRASIL,São Paulo,GUARULHOS,JARDIM SANTA INES,NHAMBU,07141150,-,-,não,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar|padaria,Não,RUA,15,B CASA 1
PAO DA GRANJA,FORNO & PAO CONVENIENCIA EIRELI,15002977000115,15002977000115,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,1440000,3,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,10,2012-01-27,Alta,-,BRASIL,São Paulo,COTIA,JARDIM SAO VICENTE,DO CAPUAVA,06713630,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,1440000,1091-1/02,3,"+55 (11) 3714-1965,+55 (11) 3768-2199",+55 (11) 3769-2199,-,expediente@contabiljaguare.com.br,ARTUR PARRAGUIR,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",conveni,Não,ESTRADA,1700,-
-,PADARIA E CONFEITARIA CAROLINA LTDA,03919475000174,03919475000174,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,5,5000,Não Informado,206-2,Sociedade Empresária Limitada,0,21,2000-06-30,Alta,-,BRASIL,São Paulo,OSASCO,SANTO ANTONIO,ANTONIO BENEDITO DO AMARAL,06130100,-,-,não,não,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,5,-,-,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,-,MARCO ANTONIO TAMARO|LEANDRO FERREIRA TAMARO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,292,-
PADARIA III IRMAOS,ULISSES PADARIA III IRMAOS LTDA,40798127000112,40798127000112,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,103110,-,30000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2021-02-10,Baixa,-,BRASIL,São Paulo,COTIA,PARQUE ALEXANDRE,JOAO PERONE,06714210,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Optante pelo Simples,103110,1091-1/02,-,-,+55 (11) 4616-9519,-,societario@andradecontabilidade.com.br,ELIELSON ULISSES DE ASSIS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(3) R$81k - R$150k,padaria,Não,RUA,295,ANDAR 2
PADARIA BOM JESUS,PANIFICADORA BOM JESUS EIRELI,28971872000116,28971872000116,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,93700,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,4,2017-10-31,-,-,BRASIL,São Paulo,GUARULHOS,JARDIM SAO JOAO,DO SABOO,07152000,-,-,sim,sim,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/02,-,-,+55 (11) 8103-5667,-,contabilidade@sevencontabil.com,JOAO BATISTA SARAIVA,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,ESTRADA,96,-
EDY PAN FABRICA DE PAES,EDILSON SANTOS SOUZA PADARIA,05162702000195,05162702000195,matriz,Fabricação de produtos de panificação industrial,Industria,360000,41,-,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,19,2002-06-27,Alta,-,BRASIL,São Paulo,GUARULHOS,JARDIM CITY,CECILIA MADY ELIAS,07082550,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/01,41,-,+55 (11) 2458-1671,-,edy-pan@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,46,ANTIGO 10 CASA 1
PADARIA DO TECO,ELAINE CRISTINA LINDOSO REZENDE PAES,22234823000114,22234823000114,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,10000,Não Informado,213-5,Empresário (Individual),0,7,2015-04-13,-,-,BRASIL,São Paulo,MAUA,JARDIM ZAIRA,JESUINO NICOMEDIO DOS SANTOS,09321400,-,-,sim,sim,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/02,-,+55 (11) 5965-8899,+55 (11) 4511-3462,-,contabilassecon@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,AVENIDA,15,-
-,JUNIO BARBOSA DA ROCHA-PANIFICADORA,12034296000140,12034296000140,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,4,16000,Não Informado,213-5,Empresário (Individual),0,11,2010-05-28,Alta,-,BRASIL,São Paulo,GUARULHOS,RECREIO SAO JORGE,BUTIA,07144540,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,4,+55 (11) 4963-3017,+55 (11) 4963-1624,-,controllcontcontabilidade@gmail.com,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar,Não,RUA,382,-
BINHA DOCES ARTESANAIS,ALESSANDRO MAGNO BARBOSA COSTA 36962097832,45346843000182,45346843000182,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,1000,Não Informado,213-5,Empresário (Individual),0,0,2022-02-17,-,-,BRASIL,São Paulo,OSASCO,JARDIM D'ABRIL,OSVALDO DU PAIN,06040180,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,SLJ SALA 9
EMPORIO BELAS ARTES,"PRIMU'S ARAUJO EMPORIO, PANIFICADORA E RESTAURANTE LTDA",11070305000196,11070305000196,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,29920441,76,200000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,12,2009-07-22,Média,Em crescimento,BRASIL,São Paulo,EMBU DAS ARTES,PARQUE FRANCISCO RIZZO,VINTE E QUATRO DE AGOSTO,06803273,-,-,sim,sim,SP,(6) R$10M - R$30M,(3) 51 - 200,Grande,-,ATIVA,Não,Optante pelo Simples,29920441,1091-1/02,76,"+55 (11) 4785-1111,+55 (11) 3229-7201,+55 (11) 4704-3396",+55 (11) 4704-2197,-,emporio.belasartes@hotmail.com,TAIS ARAUJO CORDEIRO|MICHELE BATISTA DE SOUZA ALMEIDA,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",restaurante,Não,RUA,1150,-
PADARIA III IRMAOS,ELTON ULISSES DE ASSIS LTDA,39468845000141,39468845000141,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,97862,0,50000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-10-19,Média,-,BRASIL,São Paulo,COTIA,JARDIM MONTE VERDE (CAUCAIA DO ALTO),BUTIA,06729205,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,97862,1091-1/02,0,-,+55 (11)9140-1704,-,elton.mitowz@gmail.com,ELTON ULISSES DE ASSIS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(3) R$81k - R$150k,padaria,Não,RUA,30,-
-,HAMILTON SANT'ANA PADARIA,04650208000107,04650208000107,matriz,Fabricação de produtos de panificação industrial,Industria,81068,22,-,Não Informado,213-5,Empresário (Individual),0,20,2001-08-01,Média,-,BRASIL,São Paulo,MAUA,JARDIM ITAPEVA,MIGUEL AGNELLO,09330080,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Não Optante,81068,1091-1/01,22,"+55 (11) 4511-3270,+55 (11) 4578-7611,+55 (11) 4511-8383",-,-,contabilray@bol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(3) R$81k - R$150k,padaria,Não,RUA,388,-
RAINHA DO SABOR,RAINHA DO SABOR PADARIA E CONFEITARIA LTDA,37800831000158,37800831000158,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,150000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-07-21,Alta,-,BRASIL,São Paulo,GUARULHOS,VILA FLORIDA,RAIMUNDO ALMEIDA DE ARAUJO,07122000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 5254-2352,-,renisouzab@gmail.com,MARIA APARECIDA DE LIRA|RENI SOUZA BARBOSA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,849,TERREOSALAO COMERCIAL
-,MERCEARIA & PADARIA CHAVES LTDA,17659766000185,17659766000185,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,10,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,9,2013-01-29,Alta,-,BRASIL,São Paulo,GUARULHOS,JARDIM SILVIA,IMONCLAR E LAZARI,07141320,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,10,-,+55 (11) 3435-7093,-,legalizacao@solucaoc.com.br,JOSE ANTONIO CHAVES|MATIAS DA SILVA CHAVES,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,285,ANTIGO 90
PAES E DOCES DONNA ROSA,K M SILVA PADARIA E RESTAURANTE,43662839000106,43662839000106,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,80000,Não Informado,213-5,Empresário (Individual),0,0,2021-09-27,-,-,BRASIL,São Paulo,SANTA ISABEL,CENTRO,CORONEL BERTOLDO,07500000,-,-,não,não,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria|restaurante,Não,AVENIDA,995,-
