Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
-,ANA CAROLINA SILVERIO,24618962000177,24618962000177,matriz,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,Alimentação,8596929,56,10000,Não Informado,213-5,Empresário (Individual),0,6,2016-04-18,Média,-,BRASIL,São Paulo,SANTO ANDRE,VILA CURUCA,ITAMARATI,09290730,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(3) 51 - 200,Médio,-,ATIVA,Não,Optante pelo Simples,8596929,5620-1/04,56,-,+55 (11) 3705-4692,-,oficiodapizza@live.com,-,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,AVENIDA,799,-
-,BAR DO ALEMAO DE SAO PAULO - CONSULADO DE ITU LTDA,07956403000158,07956403000158,matriz,Restaurantes e similares,Alimentação,28724143,54,800000,Demais,206-2,Sociedade Empresária Limitada,0,16,2006-03-14,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,VILA UBERABINHA,JURITI,04520001,-,-,sim,sim,SP,(6) R$10M - R$30M,(3) 51 - 200,Grande,-,ATIVA,Não,Não Optante,28724143,5611-2/01,54,"+55 (11) 4022-8000,+55 (11) 5052-8333,+55 (11) 5051-8452",+55 (11) 3078-3828,-,newton@ocitu.com.br,KAREN DE OLIVEIRA BONIN|HERCULANO CASTILHO PASSOS JUNIOR|PASSOS & TRINCA LTDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar,Não,AVENIDA,651,-
-,CHURRASCARIA LACO DE OURO LTDA,60705704000191,60705704000191,matriz,Restaurantes e similares,Alimentação,360000,56,60000,Não Informado,206-2,Sociedade Empresária Limitada,0,55,1966-09-21,Média,-,BRASIL,São Paulo,SAO PAULO,ACLIMACAO,PIRES DA MOTA,01529001,-,-,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5611-2/01,56,-,+55 (11) 3104-8675,-,brasilex@terra.com.br,JOAO CARLOS FERNANDES DA COSTA|ANDRE MEDEIROS PEREIRA BARATA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,-,Não,RUA,295,-
-,SUNNY ALIMENTACAO E SERVICOS LTDA,10393465000103,10393465000103,matriz,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,56657224,173,1000000,Demais,206-2,Sociedade Empresária Limitada,2,13,2008-09-08,Média,Em crescimento,BRASIL,São Paulo,SAO PAULO,VILA SAO FRANCISCO (ZONA SUL),DOUTOR CHUCRI ZAIDAN,04711130,-,sunnyfood.com.br,sim,sim,SP,(7) R$30M - R$100M,(3) 51 - 200,Grande,-,ATIVA,Não,Não Optante,125693588,5620-1/01,186,-,+55 (11) 3799-6000,-,solange@sunnyfood.com.br,RENATA PEIXOTO FRADE QUEIROZ|SOLANGE PEIXOTO FIGUEIRA DE OLIVEIRA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,AVENIDA,1550,CONJ  1114                EDIF  EDIFICIO CAPITAL COR
-,CUTELO STEAK HOUSE RESTAURANTE LTDA,37133562000113,37133562000113,matriz,Restaurantes e similares,Alimentação,1440000,66,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,2,2020-05-13,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA GUILHERME,MORVAN DIAS DE FIGUEIREDO,02063000,-,garzon33.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/01,66,-,+55 (11) 7856-6821,-,solangeagm@hotmail.com,SOLANGE GOMES SERRANO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,AVENIDA,2163,-
-,SUAVE SABOR DOCERIA LTDA,60709417000150,60709417000150,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,720000,68,20000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,32,1989-06-08,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA GOMES CARDIM,SERRA DO JAPI,03309000,-,suavesabor.com.br,sim,sim,SP,(3) R$360k - R$1M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,720000,5611-2/03,68,-,+55 (11) 6673-8449,-,mwa@mwa.com.br,GUSTAVO CHRISTINO MEZA|MARIA DE FATIMA CHRISTINO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(6) R$600k - R$1M,-,Não,RUA,700,-
CHURRASCLICK,ABM REFEICOES E SERVICOS EIRELI,21504688000117,21504688000117,matriz,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,1440000,53,110000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),4,7,2014-12-02,Alta,-,BRASIL,São Paulo,SAO PAULO,CIDADE MONCOES,QUINTANA,04569900,-,pedidopremium.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,5760000,5620-1/01,53,"+55 (11) 5661-1584,+55 (11) 5663-2887",+55 (11) 5054-6230,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns,Comércio varejista de bebidas,Serviços de alimentação para eventos e recepções - bufê","wmcontabilmarcia@hotmail.com,marcia.mendes@somospremium.com.br",RICARDO ALVES FURTADO,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,RUA,753,CONJ  102
NUTRICAL NUTRICAO,NUTRICAL NUTRICAO E SERVICOS DE ALIMENTACAO LTDA,18495483000108,18495483000108,matriz,Cantinas - serviços de alimentação privativos,Alimentação,360000,53,78800,Não Informado,206-2,Sociedade Empresária Limitada,2,8,2013-07-16,Média,-,BRASIL,São Paulo,SAO PAULO,VILA MASCOTE,ENGENHEIRO JORGE OLIVA,04362060,-,-,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Não Optante,1080000,5620-1/03,53,"+55 (11) 5093-6962,+55 (11) 2222-2222",+55 (11) 5081-7335,-,"denise.ventura@nutrical.com.br,financeiro@nutrical.com.br",CAMILA SCOTTI VENTURA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,(5) R$350k - R$600k,-,Não,RUA,561,FUNDOS
-,BONIZZONI & BONIZZONI LTDA,03345887000148,03345887000148,matriz,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,18542319,147,2650000,Demais,206-2,Sociedade Empresária Limitada,2,22,1999-08-11,Alta,Em crescimento,BRASIL,São Paulo,SAO BERNARDO DO CAMPO,BAETA NEVES,ARMANDO ITALO SETTI,09760280,-,bonizzoni.com.br,sim,sim,SP,(6) R$10M - R$30M,(3) 51 - 200,Médio,-,ATIVA,Não,Não Optante,42048599,5620-1/01,150,+55 (11) 4123-2940,+55 (19) 3875-8898,-,"esaoluiz@esaoluiz.com.br,ronaldo@bonizzoni.com.br",RICARDO WANDEMBERG GONCALVES DE ANDRADE,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,AVENIDA,520,SALA  81 - CE
-,F. H. RODRIGUES MARQUES ALIMENTACAO EIRELI,09047026000160,09047026000160,matriz,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,360000,65,88000,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),11,14,2007-08-20,Média,-,BRASIL,São Paulo,SAO BERNARDO DO CAMPO,ASSUNCAO,JOSE ODORIZZI,09810000,-,-,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Não Optante,18450562,5620-1/01,65,+55 (11) 3996-2581,+55 (11) 4398-5926,-,contato@gescont.srv.br,LUIZ FERNANDO LEAL PAULINO|DP INVESTIMENTOS E PARTICIPACOES LTDA|DAYLSON ROBERTO DA COSTA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,(5) R$350k - R$600k,-,Não,AVENIDA,45,-
NUTRI FAST,NT FAST ALIMENTACAO EIRELI,11091855000272,11091855000191,filial,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,61586633,88,3000000,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),2,6,2015-07-02,Média,Em declínio,BRASIL,São Paulo,GUARULHOS,JARDIM PALMIRA,JAIME DOS SANTOS AUGUSTO FILHO,07075000,-,nutrifastalimentacao.com.br,sim,sim,SP,(7) R$30M - R$100M,(3) 51 - 200,Grande,-,ATIVA,Não,Não Optante,160241882,5620-1/01,148,"+55 (11) 2656-5470,+55 (11) 2656-5480,+55 (13) 3493-1995",+55 (11) 9999-9999,-,"nutrifast@cms.cnt.br,nutrifast2@cms.cnt.br",MARIA ANTONIA MEROLA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,RUA,525,-
-,MAJE RESTAURANTE LTDA,67539486000101,67539486000101,matriz,Restaurantes e similares,Alimentação,7240230,62,10000,Demais,206-2,Sociedade Empresária Limitada,0,30,1992-01-30,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,JARDIM EUROPA,DOUTOR MARIO FERRAZ,01453010,-,rufinositaim.com.br,sim,não,SP,(5) R$4.8M - R$10M,(3) 51 - 200,Médio,-,ATIVA,Não,Não Optante,7240230,5611-2/01,62,"+55 (11) 3074-8800,+55 (11) 97820-3311,+55 (11) 3078-6301,+55 (11) 98964-9810",+55 (11) 3074-8809,-,-,"MARIA ELISA MIZIARA RODRIGUEZ CARMONA|ROSALIA RODRIGUEZ MUNHOZ|DEL PILAR, UNIPESSOAL LDA|HARVEY EDMUR COLLI",Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,361,N 367 E N 377
MST,MST MARGINAL PROMOCOES E EVENTOS LTDA,32887137000104,32887137000104,matriz,Serviços de alimentação para eventos e recepções - bufê,Alimentação,720000,57,20000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2019-02-26,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA DAS BELEZAS,DE ITAPECERICA,05835001,-,-,sim,sim,SP,(3) R$360k - R$1M,(3) 51 - 200,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,5620-1/02,57,-,+55 (11) 3721-2104,-,legalizacao.roma@gruporoma.com.br,GENILDO DE OLIVEIRA SILVA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,(6) R$600k - R$1M,-,Não,ESTRADA,449,CONJ  5-E
-,DELICIA DE PERDIZES PAES E DOCES LTDA,08152502000140,08152502000140,matriz,Restaurantes e similares,Alimentação,1440000,85,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,16,2006-05-08,Alta,-,BRASIL,São Paulo,SAO PAULO,PERDIZES,PIRACUAMA,05017040,-,deliciadeperdizes.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,1440000,5611-2/01,85,+55 (11) 3868-3034,+55 (11) 3107-8504,-,deliciaperdizes@hotmail.com,RAFAEL JOSE REIS|MARIA ALBERTINA DIAS REIS|JOSE MARIA DE FREITAS REIS|LUIS DE FREITAS REIS|LUIZ FERNANDO REIS|ANDREA ELDA REIS MENDONCA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",-,Não,RUA,197,-
-,YAMA RESTAURANTES EIRELI,15678872000180,15678872000180,matriz,Restaurantes e similares,Alimentação,9269313,55,350000,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,9,2012-05-17,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,ITAIM BIBI,LEOPOLDO COUTO MAGALHAES JUNIOR,04542000,-,kappasushibar.com.br,sim,sim,SP,(5) R$4.8M - R$10M,(3) 51 - 200,Médio,-,ATIVA,Não,Optante pelo Simples,9269313,5611-2/01,55,"+55 (11) 3845-8289,+55 (11) 3845-8303",+55 (11) 2294-8000,-,brasilio@conteconline.com.br,ALEX SANDRO DO NASCIMENTO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,524,-
-,MOTT RESTAURANTE LTDA,07955278000595,07955278000161,filial,Restaurantes e similares,Alimentação,360000,63,280000,Demais,206-2,Sociedade Empresária Limitada,2,7,2014-07-24,Média,Em declínio,BRASIL,São Paulo,SAO PAULO,VILA GOMES CARDIM,SERRA DE BOTUCATU,03317001,-,quintaldoespeto.com.br,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Não Optante,12861352,5611-2/01,113,+55 (11) 5095-6565,+55 (11) 5051-9733,-,tesouraria@quintaldoespeto.com.br,MOTT PARTICIPACOES LTDA|GUSTAVO DEL NERO MOTT|PEDRO DE BARROS MOTT FILHO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,restaurante,Não,RUA,1933,-
NAKKA JARDINS,RESTAURANTE RNK EIRELI,17080332000207,17080332000126,filial,Restaurantes e similares,Alimentação,19054846,61,100000,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),3,6,2016-04-11,Média,Em crescimento,BRASIL,São Paulo,SAO PAULO,CERQUEIRA CESAR,PADRE JOAO MANUEL,01411001,-,restaurantenakka.com.br,sim,sim,SP,(6) R$10M - R$30M,(3) 51 - 200,Médio,-,ATIVA,Não,Não Optante,83608595,5611-2/01,139,-,+55 (11) 2594-2577,-,vmassessoria@terra.com.br,ROBERTO NAKAMORI|RRNK PARTICIPACOES LTDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,811,-
QUINTAL DEBETTI,MANDA BRASA EVENTOS E RESTAURANTES LTDA,24860383000136,24860383000136,matriz,Restaurantes e similares,Alimentação,1193641,116,5000,Demais,206-2,Sociedade Empresária Limitada,3,5,2016-05-23,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,CIDADE JARDIM,ALCIDES SANGIRARDI,05672015,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,10474078,5611-2/01,116,-,+55 (15) 3012-4597,-,"luiz@sumitanicontabil.com.br,andre.barbosa@zloti.com.br",ROGERIO BETTI MARQUES|DCP PARTICIPACOES LTDA|MATEUS CURY MOLINAR,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(7) R$1M - R$1,2M",restaurante,Não,AVENIDA,280,-
OFICIO DA PIZZA,DINGOBELL PIZZARIA LTDA,30082679000176,30082679000176,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,178398,59,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,4,2018-04-02,Média,-,BRASIL,São Paulo,SANTO ANDRE,VILA TIBIRICA,DOM PEDRO I,09130410,-,-,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Optante pelo Simples,178398,5611-2/03,59,+55 (11) 4509-5468,+55 (11) 2831-6385,-,alstainer@hotmail.com,ANA CAROLINA SILVERIO|FABIO DA CONCEICAO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(4) R$150k - R$350k,pizza,Não,AVENIDA,1925,-
-,JGS RESTAURANTE LTDA,37229896000195,37229896000195,matriz,Restaurantes e similares,Alimentação,360000,63,104500,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-05-26,Alta,-,BRASIL,São Paulo,SAO PAULO,SUMAREZINHO,HARMONIA,05435000,-,-,sim,sim,SP,(2) R$81k - R$360k,(3) 51 - 200,Micro,-,ATIVA,Não,Optante pelo Simples,360000,5611-2/01,63,-,+55 (11) 4420-6034,-,eduardo.magosse37@gmail.com,JUAN GERMAN SEOANE,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,(5) R$350k - R$600k,restaurante,Não,RUA,293,CASA  02
VISTA SAO PAULO PARQUE IBIRAPUERA,SKYLINE SAO PAULO BAR & RESTAURANTE LTDA,05935670000113,05935670000113,matriz,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",Alimentação,23133309,71,30000,Demais,206-2,Sociedade Empresária Limitada,1,18,2003-10-02,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,PARQUE IBIRAPUERA,PEDRO ALVARES CABRAL,04094050,-,reycastro.com.br,sim,sim,SP,(6) R$10M - R$30M,(3) 51 - 200,Grande,-,ATIVA,Não,Não Optante,23493309,5611-2/04,76,+55 (17) 99113-6023,+55 (17) 3214-8700,-,eneasjs@mavi-d.com.br,LEOSAM PARTICIPACOES LTDA|EPAPEL PARTICIPACOES LTDA|MARCELO CORREA BASTOS|JAIRO CHANSKY|FELIPE PENTEADO BELLIM|WALACE CLEMENTE FIGUEIREDO GIUZIO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|restaurante,Não,AVENIDA,1301,8 ANDAR
QUALITY SOLUCOES EM ALIMENTACAO,C.L.N. SOLUCOES EM ALIMENTACAO LTDA,14055816000127,14055816000127,matriz,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação,1440000,88,252000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,68,10,2011-06-20,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA GUMERCINDO,VIGARIO ALBERNAZ,04134020,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,80640000,5620-1/01,580,+55 (13) 3202-2233,+55 (13) 3202-2230,-,andre.tome@quality-sas.com.br,MARIA HELENA SOUZA TOME BORGES|CAROLINA NASCIMENTO FERNANDES,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",-,Não,RUA,19,E 21
