Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
-,HORTIFRUTI PEDE FRUTA EIRELI,30739951000148,30739951000148,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,0,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,3,2018-06-19,Média,-,BRASIL,São Paulo,SAO PAULO,PARQUE FERNANDA,DE ITAPECERICA,05858002,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,0,+55 (11) 5510-9609,+55 (11) 5511-7143,-,atlas_ofc@uol.com.br,BRUNO DOMINGUES DA SILVA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,ESTRADA,8428,SALAO 1
MERCADO QUALITY,MERCADO E HORTIFRUTI VR EIRELI,35657235000135,35657235000135,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,0,99800,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-11-29,Alta,-,BRASIL,São Paulo,TABOAO DA SERRA,JARDIM SALETE,BALBINA RODRIGUES DE BORBA,06787290,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,0,-,+55 (11) 2619-8748,-,j.santoscarvalho85@gmail.com,RAIMUNDO VERISSIMO DE SOUSA FILHO,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,AVENIDA,860,-
SNH DISTRIBUIDORA,SNH MERCEARIA E DISTRIBUIDORA DE ALIMENTOS EIRELI,34016512000168,34016512000168,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,0,300000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-06-25,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM SAO LUIS,MARIA COELHO AGUIAR,05805000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,4712-1/00,0,+55 (11) 5814-9333,+55 (11) 5814-9330,-,snhdistribuidora@hotmail.com,GILSON SILVA DE SOUSA FREIRE,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,AVENIDA,215,LOJA  66                  PAVMTOSHOPPING
LOJAO MAIS MAIS,LOJAO MAIS MAIS COMERCIO DE PRODUTOS EM GERAL EIRELI,08292102000130,08292102000130,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,0,90000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,15,2006-09-11,Alta,-,BRASIL,São Paulo,OSASCO,MUNHOZ JUNIOR,PIACATU,06240160,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,1440000,4712-1/00,0,-,+55 (11) 3603-0014,-,"alphacontabil@gmail.com,smcremogema@bol.com.br",PEDRO DIAS DE MELO,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,300,-
MARCADINHO IRAPIRANGA,MERCADINHO FC LTDA,41869083000137,41869083000137,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,-,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2021-05-07,Baixa,-,BRASIL,São Paulo,SAO PAULO,JARDIM AMALIA,DOM RODRIGO SANCHES,05892360,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,-,+55 (11)9463-3357,+55 (11) 4633-3577,-,kleberagora@hotmail.com,CARCILENE FERNANDES DA SILVA|FRANCISCO OLIVEIRA DUTRA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,AVENIDA,1395,-
-,COMERCIO DE ALIMENTOS LUCRI EIRELI,34515006000113,34515006000113,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,14,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-08-13,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA PORTUGUESA,TENENTE-CORONEL JOSE JOAQUIM CORREIA DE ARRUDA,02832000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,14,-,+55 (11) 3856-1598,-,contato@rtoempresarial.com.br,ZILDA RAMOS LUCRI,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,374,-
V & R DISTRIBUIDORA,V & R DISTRIBUIDORA LTDA,20716803000154,20716803000154,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,-,150000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,7,2014-07-28,Baixa,-,BRASIL,São Paulo,SAO PAULO,TATUAPE,FILIPE CAMARAO,03065000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Não Optante,2880000,4712-1/00,-,-,+55 (11) 2293-1532,-,vrvendas@hotmail.com,JACIEL PEREIRA DE SENA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,496,-
DON GRANO EMPORIO,R.CASTRO SERVICOS E COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI,22240039000119,22240039000119,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,4,79000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,7,2015-04-13,Média,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,FRADIQUE COUTINHO,05416000,-,dongrano.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,4,-,+55 (11) 2606-5197,-,vpduarte@uol.com.br,RODRIGO DE CASTRO,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,384,-
EMPORIO NATURAL FOODS,COMERCIAL E IMPORTADORA NATURAL FOODS LTDA,28423216000189,28423216000189,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,21,150000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,1,4,2017-08-15,Alta,-,BRASIL,São Paulo,SAO PAULO,BRAS,BENJAMIM DE OLIVEIRA,03006020,-,emporionaturalfoods.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Não Optante,5760000,4712-1/00,21,-,+55 (11) 3228-9900,-,"emporionaturalfoods@gmail.com,enf@emporionaturalfoods.com.br",MARIA JOSE FERREIRA DE AMORIM|MAURICIO SERGIO LABATE|RENATO GIULIANI LABATE,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,28,LOJA  RUA SANTA ROSA 128
-,RENOVA DISTRIBUIDORA DE MERCADORIAS EM GERAL EIRELI,22203614000103,22203614000103,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,0,104500,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,7,2015-04-07,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM DAS PALMEIRAS,LUIZ AUGUSTO FERREIRA,05883110,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,4712-1/00,0,-,+55 (11) 2958-1465,-,metodolima@uol.com.br,RICARDO MORAES FERREIRA DE SOUZA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,RUA,215,-
MERCEARIA RODRIGUES MIRABEL,MERCEARIA RODRIGUES MIRABEL EIRELI,34016109000139,34016109000139,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,0,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-06-25,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA CAMPO GRANDE,SARGENTO OLICIO ALVES,04455180,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,0,+55 (11) 5611-2962,+55 (11) 5613-4060,-,supercontabil@yahoo.com.br,VALDOMIRO RODRIGUES,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,49,-
-,MALU MERCADO LTDA,11207726000116,11207726000116,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,4800000,2,1740000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,2,12,2009-09-11,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM CAPELA,DA FORTUNA,04960210,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,14400000,4712-1/00,10,-,+55 (11) 5891-8859,-,mcn_assessoria@yahoo.com.br,MARCIO RODRIGUES DE ANDRADE|NORBERTO FERNANDO GONCALVES DOS RAMOS,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,RUA,151,-
NUTRI DA TERRA HORTIFRUTI/MERCEARIA LTDA,NUTRI DA TERRA HORTIFRUTI E MERCEARIA LTDA,36378647000107,36378647000107,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,-,204500,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,2,2020-02-14,Alta,-,BRASIL,São Paulo,SAO PAULO,MOINHO VELHO,JOAO CORDEIRO,02960000,-,merkadin.com.br,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Não Optante,2880000,4712-1/00,-,-,+55 (11) 8131-6958,-,merkadin.comercial@outlook.com,JOSEFA MARIA DA SILVA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,775,-
ESTACAO ADEGA,ESTACAO MINIMERCADO E MERCEARIA LTDA,33647540000110,33647540000110,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,4,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2019-05-16,Alta,-,BRASIL,São Paulo,SAO PAULO,LUZ,PEDRO VICENTE,01109010,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,4,+55 (11) 2937-6640,+55 (11) 8769-9682,-,rafael@rvassessoriacontabil.com.br,ANA CAROLINE SILVA GOMES|WASHINGTON LUIS ARAUJO DO NASCIMENTO,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,RUA,275,LOJA  1   2 E 3
-,SPF MERCADO ACOUGUE E PADARIA EIRELI,29600193000101,29600193000101,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,-,250000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,4,2018-02-02,Média,-,BRASIL,São Paulo,SAO PAULO,PARQUE SAVOY CITY,JOSE NORBERTO DA FONSECA,03570460,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Não Optante,2880000,4712-1/00,-,-,+55 (11) 2721-2898,-,ronaldo.daniel@uol.com.br,SANDRA SANTA ROSA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad|padaria,Não,RUA,484,-
-,ARMAZEM GAIA LTDA,40655575000167,40655575000167,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,-,60000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2021-02-01,Baixa,-,BRASIL,São Paulo,SAO PAULO,JARDIM IRIS,RAIMUNDO PEREIRA DE MAGALHAES,05145200,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,-,-,+55 (11)6900-7421,-,rodrigo.cetra@hotmail.com,RODRIGO PENACHO CETRA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,AVENIDA,4295,-
FABENE COMERCIAL,FABENE COMERCIO E REPRESENTACAO EIRELI,34337997000191,34337997000191,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,0,120000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-07-26,Alta,-,BRASIL,São Paulo,SAO PAULO,PENHA DE FRANCA,AMADOR BUENO DA VEIGA,03636100,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,4712-1/00,0,-,+55 (11) 2368-0522,-,icontabilidade@terra.com.br,BRUNA FERREIRA DA SILVA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,AVENIDA,1970,SALA  3
MADRUGADAO,SUPERMERCADO MADRUGADAO EIRELI,24934452000109,24934452000109,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,2880000,3,200000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,5,2016-06-03,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM SORAIA,JOAO ROBALO,05881000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,2880000,4712-1/00,3,+55 (11) 4710-3486,+55 (11) 9471-0348,-,madrugadao@hotmail.com,WILSON MENDES DA SILVA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,RUA,844,-
TDR PARAISO,TDR PARAISO COMERCIO DE ALIMENTOS - EIRELI,16668981000180,16668981000180,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1810580,-,62200,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),1,9,2012-07-27,Média,Em crescimento,BRASIL,São Paulo,SAO PAULO,PARAISOPOLIS,ERNEST RENAM,05659020,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,1810580,4712-1/00,-,-,+55 (11) 3501-6405,-,paulo_sa_4@hotmail.com,TATIANE AMARAL LEITE,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",-,Não,RUA,1363,LOJA  2
MARCADO MARREQUINHA,MERCADO MARREQUINHA EIRELI,32207343000118,32207343000118,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,7,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,3,2018-12-07,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM RODOLFO PIRANI,RODOLFO PIRANI,08310000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,7,-,+55 (11) 2962-0444,-,xaviercontabil@uol.com.br,RENATO LIMA CERQUEIRA,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,AVENIDA,1009,-
-,COMERCIAL DE ALIMENTOS & MERCADINHO BOM RETIRO EIRELI,26333866000108,26333866000108,matriz,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Varejo,1440000,0,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,5,2016-10-11,Média,-,BRASIL,São Paulo,SAO PAULO,CAMPOS ELISEOS,BARAO DE LIMEIRA,01202000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,4712-1/00,0,+55 (11) 2222-2222,+55 (11) 1111-1111,-,mercadinhobomretiro@hotmail.com,JEFFERSON SOSA ARAUJO,Comércio varejista não-especializado,47.1,Sudeste,"(8) +1,2M",mercad,Não,ALAMEDA,34,LOJA  02
