Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
PADARIA MANUELA,ALEXANDRE CORREIA DE OLIVEIRA - PANIFICACAO,31380840000150,31380840000150,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,10000,Não Informado,213-5,Empresário (Individual),0,3,2018-08-30,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM BANDEIRANTE (SAO RAFAEL),NINA CARINI,08372110,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,2,-,+55 (11) 4733-8458,-,sellos.contabilidade@hotmail.com,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,125,-
PADARIA ESTACAO DO PIQUERI,JOSE CARLOS DA SILVA 11769967893,45674965000106,45674965000106,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,2000,Não Informado,213-5,Empresário (Individual),0,0,2022-03-16,-,-,BRASIL,São Paulo,SAO PAULO,JARDIM DAS GRACAS,OTAVIANO ALVES DE LIMA,02701000,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,AVENIDA,-,-
PADARIA 3 IRMAOS,EIICHI NAGAMINE,50299569000178,50299569000178,matriz,Fabricação de produtos de panificação industrial,Industria,360000,0,-,Não Informado,213-5,Empresário (Individual),0,43,1978-07-27,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM ELBA,ANTONIO SARZEDAS,03979070,-,-,não,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,-,-,360000,1091-1/01,0,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,1902,-
-,PADARIA E CONFEITARIA GARDENIA LTDA,43936004000199,43936004000199,matriz,Fabricação de produtos de panificação industrial,Industria,360000,-,-,Não Informado,206-2,Sociedade Empresária Limitada,0,41,1980-07-14,Baixa,-,BRASIL,São Paulo,SAO PAULO,VILA EMA,VILA EMA,03281001,-,-,sim,não,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,-,-,360000,1091-1/01,-,-,+55 (11) 2703-1230,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,5091,-
FETTA DI PANE,FETTA DI PANE - PADARIA ARTESANAL E EVENTOS EIRELI,02654204000171,02654204000171,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,1,93700,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,23,1998-07-16,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA GUMERCINDO,ASSUNGUI,04131001,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,1,-,+55 (11) 5053-4546,-,luciano@fettadipane.com.br,LUCIANO TEIXEIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,748,-
CENTRAL FOODS RESTAURANTES,SAMPA EATS SALGADOS EIRELI,33209428000106,33209428000106,matriz,Fabricação de alimentos e pratos prontos,Industria,360000,-,99800,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,3,2019-04-01,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM COLONIAL,JOSE FRANCISCO DE MORAIS,04821150,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Não Optante,360000,1096-1/00,-,-,+55 (11) 4074-5501,-,brito.alispoeste@gmail.com,GLECIL LIMA DE BRITO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,restaurante,Não,RUA,35,-
DELICIAS DA MY,MYLENA SANTOS BARBOSA 36638623800,45466595000103,45466595000103,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,300,Não Informado,213-5,Empresário (Individual),0,0,2022-02-26,-,-,BRASIL,São Paulo,SAO PAULO,VILA INDUSTRIAL,SACLARA,03251080,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,CASA 01
CASA DE BOLOS,DEBORAH CRISTINA BARBOSA LOUZADA,18798079000294,18798079000103,filial,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,635573,5,90000,Não Informado,213-5,Empresário (Individual),2,7,2014-10-09,Média,-,BRASIL,São Paulo,SAO PAULO,CASA VERDE,DOUTOR CESAR CASTIGLIONI JUNIOR,02515000,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1464500,1091-1/02,11,-,+55 (11) 5539-2695,-,moacirlouzada@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,347,-
DELICIA DA CASA,"DC DELICIA DA CASA PIZZARIA, BOLOS LTDA",38410937000108,38410937000108,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,100772,0,50000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-09-10,Média,-,BRASIL,São Paulo,SAO PAULO,AMERICANOPOLIS,SIMAO RODRIGUES,04340060,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,100772,1091-1/02,0,-,+55 (11) 2359-3409,-,societario@silvaeoliveira.com.br,RAFAEL JUVINO FERREIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(3) R$81k - R$150k,pizza,Não,RUA,19,-
SODIE DOCES,CONFEITARIA E LANCHONETE T&E OLIVEIRA EIRELI,28801994000164,28801994000164,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,5,95400,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,4,2017-10-05,Média,-,BRASIL,São Paulo,SAO PAULO,CONJUNTO RESIDENCIAL BUTANTA,RAPOSO TAVARES,05576000,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,5,"+55 (11) 2229-8723,+55 (11) 2937-6639",+55 (11) 2937-6640,-,contato@rvassessoriacontabil.com.br,EVERTON THIAGO DE OLIVEIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,lanch,Não,RODOVIA,-,KM 14.5             LOJA  3055                      PISO RAPOSO
-,PADARIA & CONFEITARIA SAINT CHICO LTDA,28709526000164,28709526000164,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,1440000,17,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,1,4,2017-09-22,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,FERNAO DIAS,05427010,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,1091-1/02,17,+55 (11) 4789-1361,+55 (11) 4789-1360,-,cyrilbernard@yahoo.com,SUZANNE DELLA CASA BERNARD|HELENA WADHY MIL HOMENS|CYRIL THIERRY BERNARD|MARIA TEREZA OLIVEIRA MORAES SILVERIO,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",padaria,Não,RUA,461,-
LUZ DIVINA,PADARIA E CONFEITARIA LUZ DIVINA LTDA,53049847000127,53049847000127,matriz,Fabricação de produtos de panificação industrial,Industria,360000,-,25000,Não Informado,206-2,Sociedade Empresária Limitada,0,38,1983-11-24,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM PIRATININGA,MARIQUITA ARTACHO,03716000,-,-,sim,não,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/01,-,-,+55 (11) 2685-1289,-,-,SONIA APARECIDA CAMPOS DE OLIVEIRA ROQUE|SUELI CAMPOS DE OLIVEIRA|FAUSTO CAMPOS DE OLIVEIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,384,-
-,BAKKERMAN PADARIA ARTESANAL LTDA,27595681000134,27595681000134,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,5000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,5,2017-04-25,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM DAS BANDEIRAS,IRMAO GONCALO,05439080,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 2594-5720,-,contato@acertaassessoria.com,FERNANDO AKKERMAN|DAFNE MENEGAZ TOMAZ DE AQUINO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,73,-
SOARES PADARIA LTDA,FRANCIERICLES ARAUJO SOARES 39252170880,45842212000154,45842212000154,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,80000,Não Informado,213-5,Empresário (Individual),0,0,2022-03-30,-,-,BRASIL,São Paulo,SAO PAULO,PARQUE SAO JOSE,PROFESSOR CARDOSO RANGEL,04843360,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,-,-
MERCEARIA E PADARIA DO LUIZAO,FRANCISCO MONTEIRO MERCEARIA,01337701000183,01337701000183,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,6000,Não Informado,213-5,Empresário (Individual),0,25,1996-06-30,Média,-,BRASIL,São Paulo,SAO PAULO,VILA FANTON,AUGUSTO VALERIO DO SACRAMENTO,05203400,-,-,não,não,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,23,CASA 2 A
-,PADARIA PERSEVERANCA EIRELI,25023529000151,25023529000151,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,1,88000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,5,2016-06-17,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM FIGUEIRA GRANDE,DOMINGOS AFONSO SERTAO,04914000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,1,-,+55 (11) 5891-8859,-,mcn_assessoria@yahoo.com.br,VALTER MANOEL DO NASCIMENTO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,101,-
CARPE DIEM PADARIA E BISTRO,PANIFICADORA MARECHAL DEPEDRO LTDA,26439861000164,26439861000164,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,4,30000,Não Informado,206-2,Sociedade Empresária Limitada,0,5,2016-10-27,Média,-,BRASIL,São Paulo,SAO PAULO,SANTANA,MARECHAL HERMES DA FONSECA,02020000,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,4,+55 (11) 4062-4429,+55 (11) 5910-9764,-,inaciodenis@terra.com.br,PEDRO EDUARDO DOS SANTOS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,384,-
PAO & MANTEIGA,JOSE GOMES DE SOUZA FILHO PADARIA,03098814000107,03098814000107,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,-,-,Não Informado,213-5,Empresário (Individual),0,23,1999-04-14,Baixa,-,BRASIL,São Paulo,SAO PAULO,VILA ELZE,ARNALDO PEDROSO D'HORTA,03254000,-,-,não,não,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,1231,-
PAES E DOCES FEITOSAS,JORGE EUGENIO DA SILVA FILHO PADARIA,13898727000180,13898727000180,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,720000,0,30000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,10,2011-06-27,Média,-,BRASIL,São Paulo,SAO PAULO,ITAQUERA,RIO CANABRAVA,08215550,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,720000,1091-1/02,0,-,+55 (11) 8088-4715,-,confisp@yahoo.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(6) R$600k - R$1M,padaria,Não,RUA,214,-
PADARIA PJ,PRINCESA DA JUTA PAES E DOCES LTDA,23400037000102,23400037000102,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,1440000,8,87000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,6,2015-10-02,Média,-,BRASIL,São Paulo,SAO PAULO,FAZENDA DA JUTA,CARLO COCCIA,03977670,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,1091-1/02,8,-,+55 (11) 4355-9043,-,gilberto@battistinicontabilidade.com.br,AROLDO JUNIOR DE AGUIAR|PAULO JOSE ZEFERINO,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",padaria,Não,RUA,88,-
PADARIA E CONFEITARIA SANTA BARBARA,RS FERREIRA  PADARIA E CONFEITARIA LTDA,34560796000159,34560796000159,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,2,2019-08-16,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM SANTA BARBARA,JOAQUIM NAPOLEAO MACHADO,04848000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 8570-4626,-,padariasantabarbara@gmail.com,RENATA SANTOS FERREIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar|padaria,Não,AVENIDA,1026,-
